

#ID = Rosetta generated unique probe identifier
#EntrezGeneID = Entrez Gene identifier for the gene represented
#ORF = Gene symbol for the gene represented
#GB_ACC = GenBank Accession
#PROBE_DERIVED_FROM_TRANSCRIPT = Actual transcript sequence from which the probe was derieved
#SPOT_ID = 
#RosettaGeneModelID = Rosetta internal gene identifier.
ID	EntrezGeneID	ORF	GB_ACC	PROBE_DERIVED_FROM_TRANSCRIPT	SPOT_ID	RosettaGeneModelID
10025909540	8360	HIST1H4D	NM_003539	NM_003539		HSG00244535
10025932072	126541	OR10H4	NM_001004465	non-public		HSG00308510
10025932971			AA508120	non-public		HSG00311262
10023846913			AK022379	AK022379		HSG00291796
10025905178	1459	CSNK2A2	NM_001896	NM_001896		HSG00296313
10025917260			AW892144	non-public		HSG00216954
10025927650			BX538265	non-public		HSG00309318
10031920811	26794	RNU55	X96654	X96654		HSG00360199
10025915093			AK093009	non-public		HSG00353869
10023811500			AA883503	non-public		HSG00236355
10023847537	6248	RSC1A1	AF147408	AF147408		HSG00203800
10023812776	2533	FYB	NM_001465	NM_001465		HSG00236988
10025914942			BE937917	non-public		HSG00233265
10025913121	8402	SLC25A11	NM_003562	NM_003562		HSG00302226
10025934022			AK128714	non-public		HSG00402147
10025914464				non-public	ENSEMBLE: ENST00000356293	HSG00367130
10023843964	80346	REEP4	NM_025232	NM_025232		HSG00258434
10025902982	165829	GPR156	NM_153002	NM_153002		HSG00220750
10023816020			AK125949	non-public		HSG00261282
10025916333			BF834621	non-public		HSG00390892
10033668643	83733	SLC25A18	NM_031481	NM_031481		HSG00314368
10025916998			BF848130	non-public		HSG00207649
10025911155	284459	HKR1	NM_181786	NM_181786		HSG00306626
10023807555	79680		NM_024627	non-public		HSG00314076
10023835979	81037		NM_030782	NM_030782		HSG00236500
10023830486	439921	MXRA7		non-public	ENSEMBLE: ENST00000293231	HSG00298472
10033668590	2327	FMO2	NM_001460	NM_001460		HSG00204420
10023836047	3743	KCNA7	NM_031886	NM_031886		HSG00305703
10023814440			CR611332	non-public		HSG00233633
10023841318	57830	KRTAP5-8	NM_021046	NM_021046		HSG00272226
10025914571	389833		NM_174888	non-public		HSG00399702
10025920949			XM_212535	XM_212535		HSG00419035
10025927457			BG747741	non-public		HSG00290465
10031920146	94059	LENG9	NM_198988	NM_198988		HSG00307990
10025914686			BI043982	non-public		HSG00240635
10023828898	6234	RPS28	AF070591	AF070591		HSG00308114
10025934062	400709	SIGLECP16	BC039008	BC039008		HSG00308863
10023807463	27089	UQCRQ	NM_014402	NM_014402		HSG00237708
10025902608	10230	NBR2	NM_005821	NM_005821		HSG00302374
10025912578	4501	MT1X	NM_005952	NM_005952		HSG00294888
10025904866	27031	NPHP3	NM_152530	NM_152530		HSG00225312
10023819392	5510	PPP1R7	NM_002712	NM_002712		HSG00213297
10025903903	7561	ZNF14	NM_021030	NM_021030		HSG00306600
10025911846	84258	SYT3	NM_032298	NM_032298		HSG00306634
10025903368	8874	ARHGEF7	NM_145735	NM_145735		HSG00284548
10025935194			BC029598	non-public		HSG00428204
10025911538	246175	CNOT6L	NM_144571	NM_144571		HSG00229593
10025930806			BC033977	BC033977		HSG00355287
10025903269	123811	C16orf63	NM_144600	NM_144600		HSG00295593
10025928450			AF088010	AF088010		HSG00293614
10025935831			XM_212372	XM_212372		HSG00364359
10025907806	7177	TPSAB1	NM_003294	NM_003294		HSG00354029
10023833697	54880	BCOR	NM_020926	NM_020926		HSG00255034
10031919905	139728	PNCK	NM_198452	NM_198452		HSG00254517
10025910561	1876	E2F6	NM_001952	NM_001952		HSG00214947
10023827342	1717	DHCR7	NM_001360	NM_001360		HSG00272074
10025909355	51255		NM_016494	NM_016494		HSG00214067
10023820153	80055		AL050078	AL050078		HSG00213493
10025930176			XM_212586	XM_212586		HSG00390388
10025917631			XM_173553	XM_173553		HSG00361918
10023828051	4090	SMAD5	AK001036	AK001036		HSG00238401
10026394239	5774	PTPN3	NM_002829	NM_002829		HSG00261055
10025905365	3425	IDUA	NM_000203	NM_000203		HSG00228983
10025929875			AA699916	non-public		HSG00241718
10025928053	23327	NEDD4L	NM_015277	non-public		HSG00303660
10023821066	23310		D29954	D29954		HSG00272858
10025909655	27257	LSM1	NM_014462	NM_014462		HSG00258857
10025912675	79814	AGMAT	NM_024758	NM_024758		HSG00202311
10023806773	7466	WFS1	NM_006005	NM_006005		HSG00227780
10025918991				non-public	ENSEMBLE: ENST00000318244	HSG00351199
10023825237	326	AIRE	NM_000658	NM_000658		HSG00315787
10025926836			AA121424	non-public		HSG00354345
10025928920			XM_064947	XM_064947		HSG00391276
10023819845	216	ALDH1A1	NM_000689	NM_000689		HSG00262348
10025902357	85025	TMEM60	NM_032936	NM_032936		HSG00251813
10023806143			AA714361	non-public		HSG00396605
10023829725				non-public	RosettaGeneID: HSG00265469	HSG00265469
10023816347	1462	CSPG2	NM_004385	NM_004385		HSG00236613
10025933969	390729		XM_372638	non-public		HSG00296557
10025906244	7156	TOP3A	NM_004618	NM_004618		HSG00302001
10025928109			BX108662	non-public		HSG00420715
10033668812	1915	EEF1A1	NM_001403	NM_001403		HSG00242542
10025929421			AA777261	non-public		HSG00225121
10025906790	285521		NM_173827	NM_173827		HSG00228210
10025910550	115196	ZNF554	NM_152303	NM_152303		HSG00307127
10025932791			BG182518	non-public		HSG00227989
10025912594	4076	GPIAP1	NM_005898	NM_005898		HSG00271321
10023816510	161823	ADAL	XM_091156	non-public		HSG00293051
10025920644			XM_212510	XM_212510		HSG00407424
10025908335	6164	RPL34	NM_033625	NM_033625		HSG00227516
10025934405			AK055655	non-public		HSG00222864
10023821768	11076		NM_007030	NM_007030		HSG00236971
10025918213			BG187898	non-public		HSG00262135
10031920577	2981	GUCA2B	BQ027704	BQ027704		HSG00208058
10023831951	4684	NCAM1	AK054570	AK054570		HSG00271799
10023806197			AA487846	non-public		HSG00287716
10025913005	6911	TBX6	NM_080758	NM_080758		HSG00295423
10025912905	23334	KIAA0467	NM_024547	NM_024547		HSG00200433
10025934894	390882	OR7G2	XM_372708	non-public		HSG00308506
10023847682	148709		AK055809	AK055809		HSG00207105
10025920961	200292		XM_117213	XM_117213		HSG00316748
10025904922	27124	PIB5PA	NM_014422	NM_014422		HSG00314318
10023819440	5611	DNAJC3	NM_006260	NM_006260		HSG00284921
10023810120	57565	KLHL14	AB037805	AB037805		HSG00303511
10025905162	8888	MCM3AP	NM_003906	NM_003906		HSG00315709
10025904937	6910	TBX5	NM_080718	NM_080718		HSG00277588
10023809595			AA609083	non-public		HSG00240306
10023821205			AI792389	non-public		HSG00289441
10025927446			AA936374	non-public		HSG00200843
10023810912	2767	GNA11	NM_002067	NM_002067		HSG00306556
10025918994	388387		AK055784	AK055784		HSG00298681
10025905418	10584	COLEC10	NM_006438	NM_006438		HSG00258435
10025906366	64396	GMCL1L	NM_022471	NM_022471		HSG00237955
10025910844	1340	COX6B1	NM_001863	NM_001863		HSG00307917
10023848382	81625		AF266280	AF266280		HSG00288408
10025921327			BC031305	BC031305		HSG00275475
10025910480	5814	PURB	NM_033224	NM_033224		HSG00247956
10025934512	387836	CLEC2A	XM_062369	XM_062369		HSG00278477
10025918899	255480		AK091766	AK091766		HSG00278669
10031920017	81870	KRTAP9-9	AJ406951	AJ406951		HSG00299855
10025904579	10128	LRPPRC	NM_133259	NM_133259		HSG00211252
10025917289			XM_172311	XM_172311		HSG00362617
10025930162	391714	TRIM75	XM_093998	XM_093998		HSG00230330
10025909238	11113	CIT	NM_007174	NM_007174		HSG00276616
10025923740	255189	PLA2G4F	BC035335	BC035335		HSG00289650
10023827398	54796	BNC2	NM_017637	non-public		HSG00261348
10025925920			AA055988	non-public		HSG00289523
10025904514	6429	SFRS4	NM_005626	NM_005626		HSG00202428
10025918199			BF793522	non-public		HSG00289812
10025926654			AK091440	AK091440		HSG00259015
10023819929	2328	FMO3	NM_006894	NM_006894		HSG00203046
10023820333	1735	DIO3	NM_001362	NM_001362		HSG00288351
10025920600	284788		BC033532	BC033532		HSG00312298
10025910639	23405	DICER1	NM_030621	NM_030621		HSG00287170
10023846845	80331	DNAJC5	AK074041	AK074041		HSG00311562
10025933406	440299		AL137524	AL137524		HSG00291460
10025924204	9953	HS3ST3B1	AL832823	AL832823		HSG00298634
10023822874			AW969226	non-public		HSG00265119
10025926079			AF086093	AF086093		HSG00285809
10025917499			AA932762	non-public		HSG00410980
10025929132			AA985547	non-public		HSG00291851
10025906317	284185	C17orf55	NM_178519	NM_178519		HSG00302469
10025915864			BC018444	BC018444		HSG00275852
10025928078				non-public	RosettaGeneID: HSG00365667	HSG00365667
10025916214	253264		AK023445	AK023445		HSG00268833
10025906417	5081	PAX7	NM_013945	NM_013945		HSG00200297
10023823522	10915	TCERG1	NM_006706	NM_006706		HSG00237347
10025922615			BE502038	non-public		HSG00200271
10023814743	192670	EIF2C4	NM_017629	non-public		HSG00204648
10025934260			AL080161	AL080161		HSG00250370
10025903570	7187	TRAF3	NM_145725	NM_145725		HSG00288078
10025905625	6391	SDHC	NM_003001	NM_003001		HSG00206469
10025908824	152330	CNTN4	NM_175612	NM_175612		HSG00225359
10025910985	25904	CNOT10	NM_015442	NM_015442		HSG00220277
10025910218	114771	PGLYRP3	NM_052891	NM_052891		HSG00206629
10023806131	3908	LAMA2	NM_000426	NM_000426		HSG00242596
10025923330			AK025325	AK025325		HSG00285346
10023807321	1901	EDG1	NM_001400	NM_001400		HSG00209037
10025919312			AI024145	non-public		HSG00353943
10025919763			XM_065910	XM_065910		HSG00363316
10025923710			AW752352	non-public		HSG00413486
10023812744			AA452760	non-public		HSG00418283
10025926538			BC036700	BC036700		HSG00311862
10025933522	401525		XM_376869	non-public		HSG00357016
10033668576	5172	SLC26A4	NM_000441	NM_000441		HSG00248116
10025918444			BC019667	BC019667		HSG00246513
10025918182	388011		XM_373606	non-public		HSG00285604
10023811328	7545	ZIC1	NM_003412	NM_003412		HSG00219674
10025932787			AA333966	non-public		HSG00239709
10031920336			AI342513	non-public		HSG00228820
10025926559	387590		AK097082	non-public		HSG00355898
10023806374			BC042960	non-public		HSG00219584
10023848587			AK024135	AK024135		HSG00293572
10023819998			AA525120	non-public		HSG00208368
10023812927	55332		NM_018370	NM_018370		HSG00278311
10025914349			AL833536	AL833536		HSG00208540
10023845386	64747	MFSD1	NM_022736	NM_022736		HSG00221206
10023815562	4137	MAPT	NM_016835	NM_016835		HSG00302008
10025910724	5985	RFC5	NM_007370	NM_007370		HSG00282071
10023811340	4835	NQO2	NM_000904	NM_000904		HSG00243904
10023821487	26509	FER1L3	NM_013451	NM_013451		HSG00268755
10025903867	6487	ST3GAL3	NM_174970	NM_174970		HSG00202264
10025908540	56	ACRV1	NM_020112	NM_020112		HSG00274695
10023825152			AI733628	non-public		HSG00293256
10023821123	2984	GUCY2C	NM_004963	NM_004963		HSG00277376
10025919477			AA700145	non-public		HSG00204074
10025927159			BC040865	non-public		HSG00250490
10025923506			AI018330	non-public		HSG00206426
10025926355			AK097321	AK097321		HSG00219265
10025916388			AA659264	non-public		HSG00244416
10023826322			AA960913	non-public		HSG00256667
10025914764			T81470	non-public		HSG00237979
10023827279	5909	RAP1GAP	NM_002885	NM_002885		HSG00206888
10025904649	9988	DMTF1	NM_021145	NM_021145		HSG00248618
10023813184	9547	CXCL14	NM_004887	NM_004887		HSG00236591
10025910747	23556	PIGN	NM_012327	NM_012327		HSG00303662
10025906132	146562		NM_139170	NM_139170		HSG00295186
10023849147	374864	C18orf34	AK000027	AK000027		HSG00303807
10025915421			AF086008	AF086008		HSG00256112
10023815653	2648	GCN5L2	NM_021078	NM_021078		HSG00302455
10023831634	10648	SCGB1D1	NM_006552	NM_006552		HSG00272299
10023815857	51631	LUC7L2	NM_016019	NM_016019		HSG00250031
10023820888				non-public	RosettaGeneID: HSG00235772	HSG00235772
10023808574	2905	GRIN2C	NM_000835	NM_000835		HSG00301692
10025920462			BF854092	non-public		HSG00264873
10025930074	23060	ZNF609	AB002293	AB002293		HSG00291119
10023831696			AI002368	non-public		HSG00220000
10031920716	440114		XM_498550	XM_498550		HSG00282195
10025927807			BC041469	BC041469		HSG00202330
10025906044	347741	OTOP3	NM_178233	NM_178233		HSG00301744
10025927939			XM_060277	XM_060277		HSG00364033
10025926344			AA777207	non-public		HSG00423747
10025902686	91179	SCARF2	NM_182895	NM_182895		HSG00314227
10031920644	390063	OR51I1	NM_001005288	non-public		HSG00273133
10025906402	128178	EDARADD	NM_080738	NM_080738		HSG00209008
10025903858	51266	CLEC1B	NM_016509	NM_016509		HSG00278221
10023820983	4883	NPR3	NM_000908	NM_000908		HSG00238300
10025934500			BC040673	BC040673		HSG00299095
10025920925			AW015190	non-public		HSG00233025
10025921593			BC035106	non-public		HSG00284609
10025923119			AI798161	non-public		HSG00225449
10025905433	23119	HIC2	NM_015094	NM_015094		HSG00314075
10023836301	645676			non-public	ENSEMBLE: ENST00000295647	HSG00204125
10025929983			AK126077	non-public		HSG00291291
10023847722	9563	H6PD	AK024548	AK024548		HSG00208278
10025919523			AL833045	AL833045		HSG00234158
10025934394			AF132201	non-public		HSG00300325
10025911122	83732	RIOK1	NM_153005	NM_153005		HSG00244610
10023839064	378807	CATSPER4		non-public	ENSEMBLE: ENST00000294438	HSG00208626
10023836553	401531			non-public	ENSEMBLE: ENST00000284325	HSG00263665
10023837201	79413	ZBED2	NM_024508	NM_024508		HSG00226708
10025916225	2222	FDFT1	NM_004462	non-public		HSG00258154
10025908841	54432	YIPF1	NM_018982	NM_018982		HSG00204336
10025912283	6787	NEK4	NM_003157	NM_003157		HSG00226468
10023825455	160760	PPTC7	NM_139283	non-public		HSG00277371
10023835205			AL512721	AL512721		HSG00202407
10025919120			AL833538	AL833538		HSG00229951
10025932677	26106		AL050153	AL050153		HSG00215420
10025932377			AL833465	AL833465		HSG00276434
10025926443			XM_210337	XM_210337		HSG00397105
10025903047	27072	VPS41	NM_080631	NM_080631		HSG00248118
10025904580	353324	SPATA12	NM_181727	NM_181727		HSG00220772
10023812713			AL137257	AL137257		HSG00207612
10025907737	93664	CADPS2	NM_017954	NM_017954		HSG00248569
10025929684			AF085915	AF085915		HSG00241452
10023805894	90102	PHLDB2	AI347216	AI347216_RC		HSG00225298
10023808545			AL050136	AL050136		HSG00259856
10025903840	114571	SLC22A9	NM_080866	NM_080866		HSG00272427
10023813663	50854	C6orf48	NM_016947	NM_016947		HSG00244370
10023821604	10673	TNFSF13B	NM_006573	NM_006573		HSG00285025
10023822440				non-public	RosettaGeneID: HSG00318085	HSG00318085
10025929777	221122		BC039666	BC039666		HSG00275371
10023823310	2243	FGA	NM_000508	NM_000508		HSG00228982
10025914186	400492		AL834536	AL834536		HSG00295286
10025922917			D59569	non-public		HSG00317101
10025903515	54436	SH3TC1	NM_018986	NM_018986		HSG00227692
10025917489	441647		XM_497359	non-public		HSG00276749
10023836208			AK001308	AK001308		HSG00228907
10025924573	90321		AK024268	AK024268		HSG00308651
10023826473			AK123388	non-public		HSG00398622
10033668913	57030	SLC17A7	NM_020309	NM_020309		HSG00306618
10031920107	91978	C19orf20	NM_033513	NM_033513		HSG00307989
10031920032	391112	OR6Y1	NM_001005189	NM_001005189		HSG00204961
10023838008	57876	MUC3B	AB038783	AB038783		HSG00245426
10023818926	8082	SSPN	NM_005086	non-public		HSG00281981
10023813455	51016	C14orf122	NM_016049	NM_016049		HSG00287018
10025924940			AK022197	AK022197		HSG00219042
10025921368				non-public	RosettaGeneID: HSG00389738	HSG00389738
10023819927	8418	CMAH	NM_003570	NM_003570		HSG00245026
10025925009			BG186785	non-public		HSG00424581
10025908264	55033	FKBP14	NM_017946	NM_017946		HSG00250041
10025922350			BF677695	non-public		HSG00202473
10023828102	9874	TLK1	NM_012290	NM_012290		HSG00211869
10025903734	4488	MSX2	NM_002449	NM_002449		HSG00232643
10023827198	5202	PFDN2	NM_012394	NM_012394		HSG00208054
10023816806			AA905684	non-public		HSG00282505
10025932187			AK022229	AK022229		HSG00296503
10023840483	221272		AK025312	AK025312		HSG00243844
10025907455	2676	GFRA3	NM_001496	NM_001496		HSG00236614
10025929812	647353		NM_001040067	non-public		HSG00355751
10025934203			BC037976	BC037976		HSG00284925
10025916604			AA261776	non-public		HSG00278610
10025913012	4677	NARS	NM_004539	NM_004539		HSG00303885
10025932490			AK025384	AK025384		HSG00293561
10025911350	51008	ASCC1	NM_015947	NM_015947		HSG00268120
10025931182			XM_060601	XM_060601		HSG00380075
10023804653	2875	GPT	NM_005309	NM_005309		HSG00258201
10023808062	9862	THRAP4	NM_014815	NM_014815		HSG00302012
10023814987	8850	PCAF	NM_003884	NM_003884		HSG00225843
10025908118	6727	SRP14	NM_003134	NM_003134		HSG00291691
10023814496	6272	SORT1	AK000757	AK000757		HSG00208981
10023849858				non-public	ENSEMBLE: ENST00000247196	HSG00363709
10025907269	5349	FXYD3	NM_021910	NM_021910		HSG00306563
10025906223	2647	BLOC1S1	NM_001487	NM_001487		HSG00278559
10025918723			BF438523	non-public		HSG00359578
10023824212	28983	TMPRSS11E	NM_014058	NM_014058		HSG00229019
10023840431	219855	SLC37A2	AK074100	AK074100		HSG00272022
10025905955	9117	SEC22C	NM_032970	NM_032970		HSG00222207
10025932942			BC041415	BC041415		HSG00245747
10023812089	399	RHOH	NM_004310	non-public		HSG00227058
10025909337	348303		NM_182704	NM_182704		HSG00306049
10023847968	84734	C1orf90	NM_032648	NM_032648		HSG00207344
10023805933	65008	MRPL1	NM_020236	NM_020236		HSG00227163
10025924902	390168	OR5M1	XM_166840	XM_166840		HSG00272912
10025912296	219445	OR7E5P	NM_153024	NM_153024		HSG00273331
10025906379	337879	KRTAP8-1	NM_175857	NM_175857		HSG00315900
10025905321	55835	CENPJ	NM_018451	NM_018451		HSG00284573
10025920386			AL049675	AL049675		HSG00207948
10025905104	7251	TSG101	NM_006292	NM_006292		HSG00273739
10025918727			AL049327	AL049327		HSG00392354
10023811741	9858	KIAA0649	NM_014811	NM_014811		HSG00260935
10025923040			AJ005814	non-public		HSG00355261
10025924391			AF330042	AF330042		HSG00282994
10025918696	145195	C14orf144	BC007749	BC007749		HSG00287267
10025907108	85316	BAGE5	NM_182484	NM_182484		HSG00315820
10025912732	1395	CRHR2	NM_001883	NM_001883		HSG00250481
10025908734	7163	TPD52	NM_005079	NM_005079		HSG00259849
10025903579	284086	NEK8	NM_178170	NM_178170		HSG00302790
10025914012	645784		AL137717	AL137717		HSG00410866
10023809519			AA402319	non-public		HSG00233084
10025913173	90416	CCDC32	NM_052849	NM_052849		HSG00291337
10023836054	54716	SLC6A20	NM_020208	NM_020208		HSG00225328
10025922686			BG202390	non-public		HSG00210355
10023847661	79411	GLB1L	NM_024506	NM_024506		HSG00214097
10025915908			AW753177	non-public		HSG00308728
10031920773	29974		AV718800	AV718800		HSG00268360
10023827546	51422	PRKAG2	NM_016203	NM_016203		HSG00250514
10025931550			AA994644	non-public		HSG00216759
10025920006			BX109579	non-public		HSG00242712
10025924658			BG211882	non-public		HSG00270802
10025906593	138429	PIP5KL1	NM_173492	NM_173492		HSG00359046
10025906584	199731	IGSF4C	NM_145296	NM_145296		HSG00307515
10025906409	7067	THRA	NM_003250	NM_003250		HSG00297757
10023832743	374875	HSD11B1L		non-public	ENSEMBLE: ENST00000301382	HSG00306693
10023808562	6905	TBCE	NM_003193	NM_003193		HSG00203804
10023839979			AK022383	AK022383		HSG00231132
10025902372	91355	LRP5L	NM_182492	NM_182492		HSG00314136
10025913581	10085	EDIL3	NM_005711	non-public		HSG00237917
10025904325	51742	ARID4B	NM_016374	NM_016374		HSG00201393
10023816915	9542	NRG2	NM_004883	NM_004883		HSG00237851
10023809528			AI363185	non-public		HSG00298273
10023813277			AW865604	non-public		HSG00422000
10031920116	83863	TTTY5	AF332236	AF332236		HSG00360178
10025908178	60312		NM_032654	NM_032654		HSG00227269
10025920917			BU681959	non-public		HSG00278084
10025929838	441816		XM_497584	non-public		HSG00303516
10025920985	440986		BC039489	BC039489		HSG00221541
10025924091				non-public	RosettaGeneID: HSG00412569	HSG00412569
10025913099	8852	AKAP4	NM_139289	NM_139289		HSG00254049
10031920598	353515	XKRY2	NM_001002906	NM_001002906		HSG00313062
10025915006			AA399636	non-public		HSG00231945
10025910254	266722	HS6ST3	NM_153456	NM_153456		HSG00284527
10025916245	257396		AK097893	AK097893		HSG00232228
10025905651	1043	CD52	NM_001803	NM_001803		HSG00208781
10023806007	54453	RIN2	NM_018993	non-public		HSG00311395
10023830269	84525		NM_032495	NM_032495		HSG00227165
10023822979			AF070581	AF070581		HSG00415602
10023813964	2444	FRK	NM_002031	NM_002031		HSG00244080
10023837777	83541	C20orf55	NM_031424	NM_031424		HSG00312136
10025903568	27303	RBMS3	NM_014483	NM_014483		HSG00222225
10025908462	8826	IQGAP1	NM_003870	NM_003870		HSG00289788
10023811842			AA005058	non-public		HSG00300604
10025934788			AK128247	non-public		HSG00200605
10023824683	1650	DDOST	NM_005216	NM_005216		HSG00203072
10025934187	345829		XM_293984	non-public		HSG00239296
10025925306			XM_062873	XM_062873		HSG00363168
10023818022	22943	DKK1	NM_012242	NM_012242		HSG00268718
10025914950			XM_106211	XM_106211		HSG00362704
10023816553	124739	USP43	XM_371015	non-public		HSG00298135
10025922717			AK128879	non-public		HSG00312505
10025921372				non-public	RosettaGeneID: HSG00370070	HSG00370070
10023809492	6840	SVIL	NM_003174	NM_003174		HSG00268739
10031920009	245	ALOX12P2	AL832768	non-public		HSG00299895
10023814745	7709	ZBTB17	NM_003443	NM_003443		HSG00209229
10033668752	3250	HPR	NM_020995	NM_020995		HSG00296639
10026391507	55312	RFK	NM_018339	NM_018339		HSG00261868
10025913885	6955	TRA@	AF108002	non-public		HSG00288166
10023845682			AK001038	AK001038		HSG00202310
10023840116			AF086546	AF086546		HSG00252513
10025907989	4920	ROR2	NM_004560	NM_004560		HSG00261053
10025924535			BX105362	non-public		HSG00224062
10025902664	318	NUDT2	NM_147172	NM_147172		HSG00263231
10025903385	80739	C6orf25	NM_138276	NM_138276		HSG00243983
10025909426	81832	NETO1	NM_138999	NM_138999		HSG00303937
10023820621	221362		AL049354	AL049354		HSG00243826
10025923269			AL832098	AL832098		HSG00372805
10026390258	65977	PLEKHA3	NM_019091	NM_019091		HSG00214874
10025915686	388657		XM_496380	non-public		HSG00427480
10025904388	2906	GRIN2D	NM_000836	NM_000836		HSG00305713
10023829184				non-public	ENSEMBLE: ENST00000294749	HSG00201154
10023826655	152519	NPAL1	NM_207330	non-public		HSG00228974
10025931268			AA902617	non-public		HSG00406369
10023824297			AK172861	non-public		HSG00315245
10025918048	400027		XM_378350	non-public		HSG00279942
10025934328				non-public	RosettaGeneID: HSG00379344	HSG00379344
10025924449			AA587541	non-public		HSG00290579
10025931990			BE043642	non-public		HSG00315675
10023840506	158314	C9orf44	AK023662	AK023662		HSG00262885
10023849066				non-public	ENSEMBLE: ENST00000274460	HSG00357263
10025904299	51093	C1orf66	NM_015997	NM_015997		HSG00200303
10025926201				non-public	RosettaGeneID: HSG00379109	HSG00379109
10023814838	9267	PSCD1	NM_017456	NM_017456		HSG00302407
10023827451	55617	TASP1	NM_017714	NM_017714		HSG00311850
10025925029				non-public	RosettaGeneID: HSG00373944	HSG00373944
10023835034	151987	PPP4R2	D17076	D17076		HSG00222223
10023823393			AI273544	non-public		HSG00426367
10025906854	2589	GALNT1	NM_020474	NM_020474		HSG00303769
10025934693	401460		XM_376774	non-public		HSG00256479
10025910863	147949	ZNF583	NM_152478	NM_152478		HSG00307032
10025916570	283440		XM_211040	XM_211040		HSG00281231
10023811409	27128	PSCD4	NM_013385	NM_013385		HSG00314240
10025905728	10671	DCTN6	NM_006571	NM_006571		HSG00258823
10025904773	8451	CUL4A	NM_003589	NM_003589		HSG00284679
10025911736	7204	TRIO	NM_007118	NM_007118		HSG00236626
10025930798				non-public	RosettaGeneID: HSG00386546	HSG00386546
10025933801			BG012529	non-public		HSG00266739
10025912861	8178	ELL	NM_006532	NM_006532		HSG00305868
10025912741	3762	KCNJ5	NM_000890	NM_000890		HSG00271763
10023819024			AA683336	non-public		HSG00228425
10025934598			BC036312	BC036312		HSG00218606
10026394685	10559	SLC35A1	NM_006416	NM_006416		HSG00242476
10025904398	140690	CTCFL	NM_080618	NM_080618		HSG00311546
10025916976			U50537	U50537		HSG00285160
10025925636			AA778745	non-public		HSG00286815
10025905092	9344	TAOK2	NM_004783	NM_004783		HSG00294444
10025905215	54989		NM_014106	NM_014106		HSG00289849
10025910851	255057	C19orf26	NM_152769	NM_152769		HSG00307167
10025902542	25824	PRDX5	NM_181651	NM_181651		HSG00274747
10025919585			AA255806	non-public		HSG00313296
10025906922	10458	BAIAP2	NM_006340	NM_006340		HSG00302443
10025917305			AK097902	non-public		HSG00291916
10023849218			AL080072	AL080072		HSG00203726
10025920262			AF075069	AF075069		HSG00280753
10023837846				non-public	ENSEMBLE: ENST00000296470	HSG00228916
10023835497				non-public	ENSEMBLE: ENST00000288254	HSG00361450
10023817353	25903	OLFML2B	AL050137	AL050137		HSG00207431
10025922471			BC040329	non-public		HSG00238700
10023810654	795	S100G	NM_004057	NM_004057		HSG00255295
10025914874	266695		AL832753	AL832753		HSG00285235
10025913107	4775	NFATC3	NM_173165	NM_173165		HSG00294731
10025926426			XM_086622	XM_086622		HSG00312565
10025921031	255220	TXNDC8	XM_171207	XM_171207		HSG00264455
10025916456			AL833436	AL833436		HSG00404408
10025902272	130888	FBXO36	NM_174899	NM_174899		HSG00213563
10023820605	9685		NM_014666	NM_014666		HSG00237602
10025911483	7789	ZXDA	NM_007156	NM_007156		HSG00254240
10023818175	1410	CRYAB	NM_001885	NM_001885		HSG00272195
10025919887			AF086310	non-public		HSG00228803
10023824344	10777		AL133109	AL133109		HSG00226562
10025905302	7014	TERF2	NM_005652	NM_005652		HSG00295101
10025915307	340745	LRRC22	NM_001017924	non-public		HSG00270194
10019799479	285296		XM_208312	non-public		HSG00221237
10025903692	2976	GTF3C2	NM_001521	NM_001521		HSG00212415
10023816241	9112	MTA1	NM_004689	NM_004689		HSG00287866
10025925095	138803	OR13C3	NM_001001961	non-public		HSG00261283
10025933880			XM_210670	XM_210670		HSG00381480
10025924988			XM_089566	XM_089566		HSG00365729
10025904719	8233	U2AF1L2	NM_005089	NM_005089		HSG00254882
10025904323	9173	IL1RL1	NM_173459	NM_173459		HSG00215567
10025921400			BU739915	non-public		HSG00227932
10023817040	57817	HAMP	NM_021175	NM_021175		HSG00308112
10025934313			BX115013	non-public		HSG00403813
10033668478	5358	PLS3	NM_005032	NM_005032		HSG00254019
10025903249	7580	ZNF32	NM_006973	NM_006973		HSG00269071
10023832582	377007			non-public	ENSEMBLE: ENST00000295567	HSG00212448
10025931948				non-public	RosettaGeneID: HSG00388471	HSG00388471
10023837180	161394	C14orf174		non-public	ENSEMBLE: ENST00000216471	HSG00287240
10025916378	441552		XM_497220	non-public		HSG00357302
10023821136	1810	DR1	NM_001938	non-public		HSG00207381
10023808431	57602	USP36	NM_025090	non-public		HSG00301574
10025925391				non-public	ENSEMBLE: ENST00000295129	HSG00383095
10025916827			XM_212102	XM_212102		HSG00245802
10025911153	9252	RPS6KA5	NM_004755	NM_004755		HSG00287509
10033668783	1555	CYP2B6	NM_000767	NM_000767		HSG00306319
10025909783	4929	NR4A2	NM_173172	NM_173172		HSG00212487
10023844335			AK022082	AK022082		HSG00256185
10025919173			AI422876	non-public		HSG00252142
10023834587	65124	C2orf26	NM_023016	NM_023016		HSG00212377
10025908096	4102	MAGEA3	NM_005362	NM_005362		HSG00254726
10023810409	7432	VIP	NM_003381	NM_003381		HSG00242898
10025925479	120227	CYP2R1	NM_024514	non-public		HSG00273726
10025920894			AF085932	AF085932		HSG00312508
10031920480			AF085879	non-public		HSG00293644
